reading_accuracy,reading_wpm,reading_delay_pct,fluency_score,pronunciation_score,writing_accuracy,handwriting_clarity,math_accuracy,puzzle_accuracy,label
20.269828784522936,59.025322614620215,104.21456262940247,29.193025844702724,40.23723328543064,73.22633466273516,73.66341376972683,85.61393756280228,72.97683564956853,1
39.00073735919286,44.31092895509608,75.06355663861224,23.586693030771418,54.58195015184381,72.65283650259099,92.54158536691895,72.82531563367446,70.86089924116305,1
23.39807249476767,51.24391020496787,100.72230453729082,41.82292583967088,44.18815652733079,84.63125382628647,90.14247963338205,76.3758917409115,89.95585784684535,1
39.778744183646424,37.99458781445679,105.97046914639317,20.438774160417374,52.60318696589212,76.07161626328165,71.79029780223796,74.4467658383557,88.14806092490014,1
47.768283450708125,41.28029101867226,107.85380969229472,28.76199981410226,24.12766182133111,74.15648570753491,76.22284288668165,74.32654873001762,72.04547261411845,1
49.07737802633271,37.15816448930177,133.79103869860126,32.641431550369134,22.14805254347176,84.81926799357555,90.47679711528772,85.40988811942148,73.18538797003883,1
27.077692619828376,48.11683992247872,106.56010486315458,30.42123274735598,30.884814570418378,89.03274788630948,90.07615316399684,84.09012306385404,92.31459440974051,1
44.277596829519645,54.05884055547509,80.77055302623077,39.90730583911222,24.780612843174836,78.3038729113166,93.63626375294473,74.40070381969318,89.2282225405445,1
30.60659830617321,40.294541728982544,119.68158644197685,21.943595139589213,38.40539848798937,84.4551151419149,94.938694040434,94.7543201354608,94.90400740541685,1
47.01371218243947,39.23469834544903,131.75827296779624,26.321733312710737,38.164343873314756,72.4531103299865,94.40675158102805,80.54591830920734,76.34968623012554,1
43.624687058881214,33.61145868393588,88.74344997944355,38.76252889721857,40.126650825538256,93.37977576143925,80.25344964303603,72.42673320387341,82.19507472172037,1
22.21765149937291,27.08386777176335,118.07753361158447,30.842142352104144,46.082975829087545,78.42240463286932,76.25821109505081,73.01422542387787,75.9114894015589,1
32.21410981631832,57.569908915004355,73.22441963514115,27.06352156943872,53.996539507431194,94.93764232933754,88.96025476067656,84.59734284316487,85.57000346193274,1
30.119534780290223,32.643188747180204,90.77336741202576,15.883275442344946,50.73905420037013,94.46469389624455,77.48182231860076,94.47673508458682,72.88535597728296,1
43.55543062169831,52.027658542971416,141.83015365946707,37.60156272046828,24.142853385145358,89.4705862333953,90.16000900328325,84.29877754047995,73.18107931857583,1
32.308571319594776,48.61388085149897,142.01773468463136,44.16546233900281,31.847979106973003,70.50167738517416,83.3488682599481,93.72603691541593,71.79719728512806,1
40.53765192959251,51.63670401112516,111.77921208687573,33.6086102846553,28.953805876681464,83.58687300960908,89.84818188087385,81.10332126895067,87.33965205660417,1
38.073057667713215,57.470725334884094,123.21163147785961,40.69623662066384,26.18860752229275,72.17091051100029,76.89699699292527,80.8960275913003,82.35181443583016,1
49.269161572929015,44.93483040883589,136.86138736853474,30.506272295847786,39.06537068295246,92.3784506490379,82.70068288884552,82.50018398289706,85.44328040886575,1
48.13354870404845,55.91801373528178,146.2697866781364,21.950428962700936,39.36425407114557,89.74090631618508,84.10059484005455,87.43563645388889,91.98252616473397,1
32.83098544216156,26.707892916491748,104.08977962607925,15.433263127054364,27.953568976082146,94.30850941489207,93.5777016930033,79.19039916128332,88.50821211888396,1
41.707346349234484,45.0685030382715,110.54181629634309,34.60194802769968,44.91640376073399,85.20957382874488,76.66493942076043,91.59715081697392,81.54307295416727,1
44.88380281943665,50.89102451658451,97.40774099830472,29.79326544744734,45.652000470932684,83.05432011210846,93.41720598212237,70.73203461920366,94.60889970985566,1
46.96657261586435,30.86564522976696,66.47837433507858,38.46294441262805,20.734299819187665,82.9743463986097,90.12147288664289,80.99410487571106,81.40640252854934,1
22.04402791329451,49.6301520516786,98.05231252039366,35.840472523059134,33.851519630281075,79.66120936135863,88.27235135216739,82.77479624949794,72.81126683083833,1
29.062363978204903,51.139073164649474,131.15646054447694,44.638571046196944,51.15492244205674,81.71725168072852,89.67175672962813,85.1758059565774,94.8163686813179,1
29.606901229055655,53.24751824065779,132.43969481923756,30.309377502361194,38.21115128853434,85.88531457838376,85.13562614700143,76.90179780914659,70.57051825037118,1
33.03337853659636,32.51531650383731,140.31394031339698,27.81524369019028,32.1669730503648,93.32369018890694,76.10200026156215,80.68699927464588,83.7470889871938,1
25.07794252146257,47.26426360673237,64.63200346583722,23.602190683178847,28.878665305829557,84.89710845640077,74.73737422099632,82.11344375535141,77.72738721749273,1
34.88617639850024,32.17013133639048,107.44391306225705,29.305838753738236,28.51740819713988,91.42789855793418,91.65853589625976,87.17274946708034,82.58880377542462,1
39.89642981895368,49.56161549993821,69.66820391433686,41.18614434368766,23.491881184778222,91.56949778256251,88.12848506489583,89.33860461839535,83.96782381486304,1
34.92091760650153,38.51894660582849,78.06679648491689,16.273191773752238,48.602924668258225,82.97081689620649,75.33010706902373,88.44568318359468,76.00239740696219,1
39.97379285592847,43.9017749810888,141.0194852142546,44.33700141858566,23.033009188795994,78.68674103744054,85.37733414686004,78.53957630723963,83.92146889343155,1
21.99324895453701,36.633599257222755,104.71121325867263,44.799215829233944,30.230316805163554,85.98934683330202,81.18866203535559,94.9862630747991,88.90152780013844,1
46.27961995122231,26.479317077192974,128.26904288069522,32.93464135763705,21.598650849822363,81.14693354787107,73.96637924907735,91.21663279467948,76.66274593109996,1
48.172075763032055,27.121181184214546,65.79456953358127,24.946326110862042,47.34852994032951,72.03602168304832,83.29642773392911,76.50058432862423,79.58565333284767,1
38.53722272355946,23.10275629048538,97.51438535323668,21.691469049660714,21.374928877937666,79.44522751081084,77.03797731166043,74.8776451418207,76.70606732910144,1
46.44172995910691,44.72290718886647,120.6816252597904,23.294711870546365,30.790538635387293,94.85180345123312,72.40610310393929,77.85053126458476,90.51399327470506,1
23.943380499446373,53.945535918122374,72.0065833150392,16.503162795149155,40.065407953033244,71.21279675065718,81.67395746363528,81.30862132499112,88.12455648023992,1
43.92346760228931,20.83347305048324,89.32360911951149,29.253328754500764,34.33464761027054,87.41667279752316,84.75271380233904,91.26998445799035,91.77991093046018,1
23.57444580417782,22.64958008353414,65.8093024521495,16.719728125932175,29.879487353718517,91.02971762678118,71.17266025952877,89.45905659486337,74.25124732254149,1
32.240306944926104,38.29867969211641,118.62059467825594,36.554226443277756,29.631617534963958,86.21814758688447,80.05231873527492,91.2811530876469,71.83949095399379,1
29.71455603674825,49.508829446727574,147.38021331523066,26.157883665985622,47.92266071021872,84.24370577908225,76.44154799591713,76.79892787275821,72.98458759646684,1
37.567754756613624,26.30830578847805,134.43409420285468,20.980941952414895,54.08923332805358,87.68886042446894,70.76626476768081,84.8365305612959,74.0254583206059,1
29.045436057186006,30.866052781967753,147.7160805126809,31.34560673508115,32.181437465707766,80.7335684324914,73.14156374028765,77.08122655693435,83.32706651687006,1
39.11940889001398,29.280248051272288,136.10443155885568,44.21277921729041,21.37009297631558,72.28404343272192,73.47585397045944,72.72557901798733,94.27280175906913,1
31.021618674558734,35.962048746846165,136.96762255772808,35.85393147055255,21.279802226818795,94.05929385758455,74.57185620294928,87.10494358686702,78.93088541541955,1
45.82371143091393,28.999947080702846,111.94594758342083,29.752405503124805,46.57246953237513,80.8075192496049,90.08443928594804,73.57493877988597,93.96270673400512,1
39.016515206588345,34.10394714179012,106.64270802718889,38.30742897763518,39.332943756319445,86.63473092920044,80.98729666195348,86.69244404266179,70.95501987472949,1
26.458948919643383,49.14170394647776,96.56288397850449,37.12429415696966,47.42574300960656,83.28276092223238,73.67714980675967,86.19910762263522,93.17180507036646,1
30.08388266084261,44.440369938167564,133.6285405541292,41.75206383173381,44.41239536010012,71.36682679943887,72.50742417319724,90.25621111060042,74.52881518262429,1
45.42262662879968,23.247268215667717,76.38608510502222,21.140068427818424,51.76272222428888,93.81866502481347,77.44851146822597,73.48886511408911,92.81187464298372,1
31.594392499623755,45.50982664982871,65.06024242417739,40.76632728776196,51.00385018663182,89.81343065285809,89.9503879676113,89.58700371272027,71.40568575288653,1
36.07397196696935,39.08308686236854,145.31044404162077,24.030782611250967,47.591458846741205,73.72744736173487,79.11149619849108,94.98191314865593,93.70548618737581,1
39.46825807856998,57.38262298828555,60.34003666831293,43.22996783475291,36.631620601475035,94.54122190720668,73.99743400734845,91.27606121464756,75.01995660797152,1
30.4342894875775,31.57217268416213,147.91463896882667,23.431954468402054,30.784424266134835,88.4225343042927,80.102904538654,88.79530190819166,77.56785150182901,1
28.819358922742047,49.0466567879664,125.59680328863892,42.80545629488029,37.745937560562396,81.80804126070772,83.88278893217644,86.55413386736768,82.27355860257396,1
34.25764707824086,49.2344329217828,89.56490277280449,43.913721433922404,37.572506256193826,85.28425141398932,70.73960459095035,80.54453711713573,79.51802203088688,1
26.446429162783673,28.860031240367494,122.80378587776792,19.364740723710426,41.35964421112682,72.66841705036494,85.69104503600433,88.26250419729006,86.68819923157875,1
28.526317607571904,56.12894499883745,133.60876414666146,44.234996497883486,26.513414872401643,84.01028775039028,79.87751882536973,88.10445087851133,94.37019418125193,1
21.862354520961084,39.64732801718412,82.08258503877923,17.57168905287847,42.94669581557461,71.84152680042648,70.24314687827986,85.7874570671822,85.16066227012352,1
29.119108279130163,47.15533467557209,129.38061149516238,21.55703359837566,35.98103234720355,83.62138142798256,86.84723497365952,89.90695945744571,88.03713523591372,1
29.62112280090708,25.83422235534018,132.39326625074162,28.325063426184137,41.70716911793007,83.81739221906963,87.8096908890662,81.21909721067087,72.20013125764254,1
